Source,Target,Weight,Floor,Category
RITUALS,Mega Bangna,1,1F,Beauty & Wellness
RNG,Mega Bangna,1,2F,Lifestyle & Specialty
ROBOT WORLD,Mega Bangna,1,2F,Entertainment
ROCKING KIDS,Mega Bangna,1,2F,Entertainment
ROIDMI,Mega Bangna,1,2F,Technology
ROMRAWIN CLINIC,Mega Bangna,1,1F,Beauty & Wellness
ROTIE NAIHOA CHACHUK,Mega Bangna,1,1F,Food & Beverage
ROYAL IVY REGATTA (RIR),Mega Bangna,1,1F,Fashion
RUMRUAY CHICKEN NOODLE,Mega Bangna,1,1F,Food & Beverage
S&P,Mega Bangna,1,2F,Food & Beverage
S&P,Mega Bangna,1,1F,Food & Beverage
SAEMAEUL SIKDANG,Mega Bangna,1,2F,Food & Beverage
SAINT ETOILE,Mega Bangna,1,1F,Food & Beverage
SALOMON,Mega Bangna,1,2F,Fashion
SAMSONITE,Mega Bangna,1,1F,Fashion
SAMSUNG,Mega Bangna,1,2F,Technology
SANTA FE' STEAK,Mega Bangna,1,2F,Food & Beverage
SARIN,Mega Bangna,1,1F,Fashion
SATUR,Mega Bangna,1,1F,Fashion
SAVE DRUG,Mega Bangna,1,1F,Beauty & Wellness
SCB,Mega Bangna,1,1F,Bank & Financial Services
SECRET RECIPE,Mega Bangna,1,1F,Food & Beverage
SEEK N KEEP CLUB,Mega Bangna,1,1F,Lifestyle & Specialty
SEKI,Mega Bangna,1,1F,Food & Beverage
SEOUL STUDIO,Mega Bangna,1,1F,Lifestyle & Specialty
SHABUSHI,Mega Bangna,1,2F,Food & Beverage
SHAKARIKI 432,Mega Bangna,1,1F,Food & Beverage
SHICHIDA,Mega Bangna,1,2F,Education
SIN CHAI HUA,Mega Bangna,1,GF,Lifestyle & Specialty
SINDOSEGI,Mega Bangna,1,1F,Food & Beverage
SKECHERS,Mega Bangna,1,2F,Fashion
SKYLUCK,Mega Bangna,1,1F,Food & Beverage
SLC CLINIC,Mega Bangna,1,1F,Beauty & Wellness
SLEEPING CLOUD,Mega Bangna,1,1F,Lifestyle & Specialty
